hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,available Rooms,Room Sold,ADR,Revenue,market_segment,distribution_channel,to_name,company,lead_time,reservation_status_date,Reservation Status
2,Casa Property,26/01/22,2022,Jan,Shoulder Season,AT,14,15,248.24,3723.65,Corporate,TA/TO,ZanziTours,Company C,115,11/01/22,Canceled
6,Fun Property,26/01/22,2022,Jan,Shoulder Season,FR,20,22,258.01,5676.12,Business,OTA,ZanziTours,Company B,81,29/12/21,Canceled
5,Loop Property,26/01/22,2022,Jan,Shoulder Season,PL,17,18,192.73,3469.22,Corporate,OTA,Oceanic Travels,,58,31/12/21,Confirmed
4,Michamvi Property,26/01/22,2022,Jan,Shoulder Season,LV,18,19,253.97,4825.39,Group,Group,ZanziTours,Company B,153,18/01/22,Canceled
7,Mwezi Property,26/01/22,2022,Jan,Shoulder Season,UK,22,24,265.73,6377.51,Group,OTA,Sunset Ltd,,28,16/01/22,No Show
3,Nur Property,26/01/22,2022,Jan,Shoulder Season,ZA,17,18,236.38,4254.87,Business,OTA,Oceanic Travels,Company C,81,14/01/22,No Show
1,Kasha Property,27/01/22,2022,Jan,Shoulder Season,AT,6,6,590.63,3543.8,Leisure,TA/TO,TO Africa,Company B,176,31/12/21,Canceled
2,Casa Property,27/01/22,2022,Jan,Shoulder Season,LV,14,15,252.58,3788.67,Corporate,Website,Sunset Ltd,Company C,109,18/01/22,No Show
6,Fun Property,27/01/22,2022,Jan,Shoulder Season,CH,20,22,274.45,6037.8,Group,OTA,Sunset Ltd,,37,04/01/22,Confirmed
5,Loop Property,27/01/22,2022,Jan,Shoulder Season,AT,17,18,213.59,3844.65,Leisure,OTA,TO Africa,,53,25/01/22,No Show
4,Michamvi Property,27/01/22,2022,Jan,Shoulder Season,HU,18,19,204.5,3885.54,Corporate,Corporate,TO Africa,Company B,100,05/01/22,No Show
7,Mwezi Property,27/01/22,2022,Jan,Shoulder Season,NL,22,24,202.14,4851.38,Group,OTA,TO Africa,Company C,99,13/01/22,Confirmed
3,Nur Property,27/01/22,2022,Jan,Shoulder Season,UK,17,18,195.26,3514.61,Leisure,TA/TO,Oceanic Travels,Company C,99,28/12/21,Canceled
1,Kasha Property,28/01/22,2022,Jan,Shoulder Season,UK,6,6,741.38,4448.3,Group,TA/TO,TO Africa,,180,15/01/22,Confirmed
2,Casa Property,28/01/22,2022,Jan,Shoulder Season,LU,14,15,258.44,3876.58,Group,Direct,Sunset Ltd,,102,24/01/22,No Show
6,Fun Property,28/01/22,2022,Jan,Shoulder Season,BG,20,22,184.16,4051.61,Group,OTA,TO Africa,Company C,107,12/01/22,Confirmed
5,Loop Property,28/01/22,2022,Jan,Shoulder Season,SI,17,18,244.04,4392.79,Corporate,OTA,ZanziTours,Company A,84,10/01/22,No Show
4,Michamvi Property,28/01/22,2022,Jan,Shoulder Season,US,18,19,218.85,4158.12,Business,OTA,Oceanic Travels,Company C,176,09/01/22,No Show
7,Mwezi Property,28/01/22,2022,Jan,Shoulder Season,LU,22,24,191.63,4599.16,Group,OTA,Oceanic Travels,Company B,105,14/01/22,No Show
3,Nur Property,28/01/22,2022,Jan,Shoulder Season,BE,17,18,179.11,3223.93,Group,Website,Sunset Ltd,Company B,47,14/01/22,Canceled
1,Kasha Property,29/01/22,2022,Jan,Shoulder Season,DK,6,6,628.1,3768.61,Business,OTA,ZanziTours,,94,25/01/22,Confirmed
2,Casa Property,29/01/22,2022,Jan,Shoulder Season,SK,14,15,246.66,3699.96,Corporate,Website,Sunset Ltd,,145,22/01/22,Canceled
6,Fun Property,29/01/22,2022,Jan,Shoulder Season,JP,20,22,241.5,5312.96,Business,Website,Oceanic Travels,Company B,6,27/01/22,Confirmed
5,Loop Property,29/01/22,2022,Jan,Shoulder Season,LU,17,18,254.37,4578.63,Leisure,TA/TO,Sunset Ltd,Company C,46,07/01/22,No Show
4,Michamvi Property,29/01/22,2022,Jan,Shoulder Season,CZ,18,19,259.2,4924.76,Leisure,Website,TO Africa,,137,02/01/22,No Show
7,Mwezi Property,29/01/22,2022,Jan,Shoulder Season,SK,22,24,198.64,4767.43,Business,OTA,TO Africa,Company C,52,20/01/22,No Show
3,Nur Property,29/01/22,2022,Jan,Shoulder Season,AU,17,18,191.4,3445.18,Corporate,OTA,Sunset Ltd,,51,18/01/22,Canceled
1,Kasha Property,30/01/22,2022,Jan,Shoulder Season,US,6,6,798.83,4792.97,Group,TA/TO,Oceanic Travels,Company A,72,13/01/22,Canceled
2,Casa Property,30/01/22,2022,Jan,Shoulder Season,US,14,15,246.42,3696.27,Corporate,OTA,Sunset Ltd,,14,15/01/22,Confirmed
6,Fun Property,30/01/22,2022,Jan,Shoulder Season,LU,20,22,187.43,4123.38,Leisure,OTA,ZanziTours,Company A,126,12/01/22,Confirmed
5,Loop Property,30/01/22,2022,Jan,Shoulder Season,AT,17,18,214.6,3862.83,Corporate,Website,Oceanic Travels,,18,21/01/22,No Show
4,Michamvi Property,30/01/22,2022,Jan,Shoulder Season,IE,18,19,253.47,4815.92,Group,Website,ZanziTours,Company C,120,16/01/22,No Show
7,Mwezi Property,30/01/22,2022,Jan,Shoulder Season,UK,22,24,242.57,5821.61,Group,OTA,Sunset Ltd,Company B,72,18/01/22,No Show
3,Nur Property,30/01/22,2022,Jan,Shoulder Season,NL,17,18,200.46,3608.28,Corporate,Direct,ZanziTours,,99,18/01/22,No Show
1,Kasha Property,31/01/22,2022,Jan,Shoulder Season,BE,6,6,740.68,4444.08,Leisure,Direct,Oceanic Travels,Company B,171,11/01/22,Confirmed
2,Casa Property,31/01/22,2022,Jan,Shoulder Season,AE,14,15,240.98,3614.68,Group,OTA,Sunset Ltd,Company A,163,11/01/22,No Show
6,Fun Property,31/01/22,2022,Jan,Shoulder Season,CH,20,22,228.3,5022.51,Leisure,OTA,TO Africa,Company B,105,19/01/22,No Show
5,Loop Property,31/01/22,2022,Jan,Shoulder Season,NL,17,18,186.65,3359.65,Leisure,OTA,Sunset Ltd,Company C,179,07/01/22,Canceled
4,Michamvi Property,31/01/22,2022,Jan,Shoulder Season,LV,18,19,218.21,4146.03,Business,TA/TO,ZanziTours,Company C,88,21/01/22,Canceled
7,Mwezi Property,31/01/22,2022,Jan,Shoulder Season,AE,22,24,255.03,6120.71,Business,Direct,TO Africa,,36,15/01/22,No Show
3,Nur Property,31/01/22,2022,Jan,Shoulder Season,SK,17,18,233.17,4197.15,Group,OTA,TO Africa,,139,11/01/22,Confirmed
1,Kasha Property,01/02/22,2022,Feb,Peak Season,CZ,6,6,867.64,5205.81,Group,OTA,TO Africa,Company B,26,16/01/22,Confirmed
2,Casa Property,01/02/22,2022,Feb,Peak Season,IN,14,15,264.51,3967.64,Corporate,Website,TO Africa,Company A,160,16/01/22,No Show
6,Fun Property,01/02/22,2022,Feb,Peak Season,RO,20,22,316.78,6969.12,Group,Group,TO Africa,Company B,84,19/01/22,Canceled
5,Loop Property,01/02/22,2022,Feb,Peak Season,HU,17,18,318.13,5726.4,Group,Direct,ZanziTours,Company A,97,22/01/22,Canceled
4,Michamvi Property,01/02/22,2022,Feb,Peak Season,SK,18,19,321.37,6106.07,Group,TA/TO,Sunset Ltd,Company C,80,04/01/22,No Show
7,Mwezi Property,01/02/22,2022,Feb,Peak Season,SG,22,24,272.29,6534.95,Group,OTA,Oceanic Travels,Company B,59,14/01/22,Confirmed
3,Nur Property,01/02/22,2022,Feb,Peak Season,IE,17,18,324.88,5847.93,Corporate,OTA,TO Africa,,117,21/01/22,Canceled
1,Kasha Property,02/02/22,2022,Feb,Peak Season,DE,6,6,837.75,5026.49,Corporate,Direct,TO Africa,,21,01/02/22,Canceled
2,Casa Property,02/02/22,2022,Feb,Peak Season,IE,14,15,249.8,3747,Business,Group,TO Africa,Company C,24,24/01/22,Confirmed
6,Fun Property,02/02/22,2022,Feb,Peak Season,CH,20,22,329.13,7240.9,Leisure,Website,TO Africa,Company A,12,30/01/22,Confirmed
5,Loop Property,02/02/22,2022,Feb,Peak Season,BE,17,18,263.97,4751.43,Corporate,TA/TO,Oceanic Travels,Company C,140,26/01/22,No Show
4,Michamvi Property,02/02/22,2022,Feb,Peak Season,AE,18,19,256.71,4877.5,Business,Website,Sunset Ltd,Company A,14,07/01/22,No Show
7,Mwezi Property,02/02/22,2022,Feb,Peak Season,UK,22,24,320.27,7686.36,Corporate,Website,ZanziTours,Company A,40,01/02/22,No Show
3,Nur Property,02/02/22,2022,Feb,Peak Season,BE,17,18,307.78,5540.09,Group,Direct,ZanziTours,Company C,43,22/01/22,Canceled
1,Kasha Property,03/02/22,2022,Feb,Peak Season,UK,6,6,906.38,5438.28,Corporate,Direct,Oceanic Travels,Company A,6,30/01/22,Confirmed
2,Casa Property,03/02/22,2022,Feb,Peak Season,CZ,14,15,334.94,5024.11,Business,Group,TO Africa,,59,22/01/22,Confirmed
6,Fun Property,03/02/22,2022,Feb,Peak Season,UK,20,22,311.43,6851.56,Corporate,Direct,Sunset Ltd,,6,24/01/22,Confirmed
5,Loop Property,03/02/22,2022,Feb,Peak Season,LV,17,18,297.09,5347.65,Business,OTA,TO Africa,Company B,74,26/01/22,Confirmed
4,Michamvi Property,03/02/22,2022,Feb,Peak Season,IE,18,19,309.48,5880.05,Leisure,Group,TO Africa,Company B,37,05/01/22,Confirmed
7,Mwezi Property,03/02/22,2022,Feb,Peak Season,FR,22,24,245.5,5892.12,Corporate,OTA,ZanziTours,Company A,106,08/01/22,No Show
3,Nur Property,03/02/22,2022,Feb,Peak Season,LV,17,18,296.54,5337.75,Leisure,OTA,Oceanic Travels,Company A,53,13/01/22,Canceled
1,Kasha Property,04/02/22,2022,Feb,Peak Season,US,6,6,817.71,4906.26,Corporate,Website,Oceanic Travels,Company B,107,14/01/22,Canceled
2,Casa Property,04/02/22,2022,Feb,Peak Season,IN,14,15,303.89,4558.34,Business,Corporate,Sunset Ltd,Company A,92,29/01/22,No Show
6,Fun Property,04/02/22,2022,Feb,Peak Season,NL,20,22,319.37,7026.13,Corporate,OTA,ZanziTours,Company C,111,22/01/22,Confirmed
5,Loop Property,04/02/22,2022,Feb,Peak Season,DE,17,18,307.11,5528.03,Business,Direct,Oceanic Travels,Company A,108,30/01/22,Canceled
4,Michamvi Property,04/02/22,2022,Feb,Peak Season,LV,18,19,268.32,5098.05,Business,OTA,Sunset Ltd,Company C,161,08/01/22,Canceled
7,Mwezi Property,04/02/22,2022,Feb,Peak Season,AU,22,24,329.31,7903.48,Leisure,Direct,Sunset Ltd,,52,05/01/22,Confirmed
3,Nur Property,04/02/22,2022,Feb,Peak Season,LV,17,18,269.52,4851.39,Leisure,OTA,ZanziTours,,121,24/01/22,No Show
1,Kasha Property,05/02/22,2022,Feb,Peak Season,CH,6,6,816.04,4896.25,Group,TA/TO,ZanziTours,Company A,141,02/02/22,Confirmed
2,Casa Property,05/02/22,2022,Feb,Peak Season,DE,14,15,269.4,4041.07,Leisure,OTA,Oceanic Travels,Company B,173,27/01/22,Confirmed
6,Fun Property,05/02/22,2022,Feb,Peak Season,RO,20,22,236.18,5195.91,Corporate,Direct,ZanziTours,,165,18/01/22,Canceled
5,Loop Property,05/02/22,2022,Feb,Peak Season,JP,17,18,238.71,4296.7,Business,Direct,ZanziTours,Company A,9,12/01/22,Confirmed
4,Michamvi Property,05/02/22,2022,Feb,Peak Season,LU,18,19,264.27,5021.07,Business,OTA,TO Africa,Company C,93,04/02/22,No Show
7,Mwezi Property,05/02/22,2022,Feb,Peak Season,CH,22,24,267.74,6425.79,Business,Group,ZanziTours,Company A,158,24/01/22,Canceled
3,Nur Property,05/02/22,2022,Feb,Peak Season,CZ,17,18,298.2,5367.61,Leisure,Direct,ZanziTours,Company A,152,03/02/22,Confirmed
1,Kasha Property,06/02/22,2022,Feb,Peak Season,BG,6,6,1005.98,6035.87,Group,Direct,Oceanic Travels,Company A,115,03/02/22,Canceled
2,Casa Property,06/02/22,2022,Feb,Peak Season,CA,14,15,262.06,3930.9,Group,OTA,Oceanic Travels,Company A,129,29/01/22,Canceled
6,Fun Property,06/02/22,2022,Feb,Peak Season,LU,20,22,295.04,6490.92,Corporate,OTA,Sunset Ltd,Company B,8,30/01/22,No Show
5,Loop Property,06/02/22,2022,Feb,Peak Season,BE,17,18,276.05,4968.9,Group,Website,Sunset Ltd,Company A,5,16/01/22,Confirmed
4,Michamvi Property,06/02/22,2022,Feb,Peak Season,IN,18,19,329.52,6260.87,Group,Website,Sunset Ltd,Company B,161,03/02/22,Canceled
7,Mwezi Property,06/02/22,2022,Feb,Peak Season,PL,22,24,336.16,8067.9,Group,OTA,ZanziTours,Company A,94,15/01/22,Confirmed
3,Nur Property,06/02/22,2022,Feb,Peak Season,CZ,17,18,262.27,4720.83,Leisure,Website,Oceanic Travels,,176,11/01/22,Canceled
1,Kasha Property,07/02/22,2022,Feb,Peak Season,SI,6,6,810.72,4864.31,Group,Direct,TO Africa,Company C,31,24/01/22,No Show
2,Casa Property,07/02/22,2022,Feb,Peak Season,UK,14,15,321.24,4818.55,Corporate,Website,TO Africa,,165,03/02/22,Confirmed
6,Fun Property,07/02/22,2022,Feb,Peak Season,AT,20,22,336.61,7405.35,Business,Direct,ZanziTours,,140,27/01/22,Confirmed
5,Loop Property,07/02/22,2022,Feb,Peak Season,DK,17,18,247.71,4458.81,Corporate,OTA,TO Africa,Company C,76,30/01/22,No Show
4,Michamvi Property,07/02/22,2022,Feb,Peak Season,AT,18,19,291.84,5544.97,Business,TA/TO,TO Africa,Company B,68,10/01/22,Confirmed
7,Mwezi Property,07/02/22,2022,Feb,Peak Season,RO,22,24,270.19,6484.53,Leisure,OTA,TO Africa,Company A,84,21/01/22,No Show
3,Nur Property,07/02/22,2022,Feb,Peak Season,DE,17,18,298.35,5370.37,Group,Direct,Sunset Ltd,Company A,105,25/01/22,No Show
1,Kasha Property,08/02/22,2022,Feb,Peak Season,DE,6,6,869.02,5214.09,Corporate,Corporate,TO Africa,,139,19/01/22,No Show
2,Casa Property,08/02/22,2022,Feb,Peak Season,JP,14,15,288.79,4331.83,Corporate,TA/TO,Sunset Ltd,Company A,115,11/01/22,Canceled
6,Fun Property,08/02/22,2022,Feb,Peak Season,BE,20,22,324.88,7147.46,Group,OTA,Sunset Ltd,Company C,112,12/01/22,No Show
5,Loop Property,08/02/22,2022,Feb,Peak Season,DK,17,18,284.73,5125.08,Corporate,OTA,TO Africa,Company C,51,19/01/22,No Show
4,Michamvi Property,08/02/22,2022,Feb,Peak Season,NL,18,19,301.48,5728.08,Corporate,OTA,TO Africa,Company B,128,07/02/22,Canceled
7,Mwezi Property,08/02/22,2022,Feb,Peak Season,CN,22,24,315.51,7572.22,Leisure,OTA,Sunset Ltd,Company A,105,26/01/22,Canceled
3,Nur Property,08/02/22,2022,Feb,Peak Season,CZ,17,18,286.53,5157.62,Group,OTA,TO Africa,Company C,119,18/01/22,Confirmed
1,Kasha Property,09/02/22,2022,Feb,Peak Season,SI,6,6,917.17,5503.01,Group,Website,Sunset Ltd,Company A,111,02/02/22,Canceled
2,Casa Property,09/02/22,2022,Feb,Peak Season,CZ,14,15,305.8,4587.01,Business,OTA,ZanziTours,,180,01/02/22,Canceled
6,Fun Property,09/02/22,2022,Feb,Peak Season,BE,20,22,294.37,6476.12,Corporate,Group,ZanziTours,Company A,106,21/01/22,No Show
5,Loop Property,09/02/22,2022,Feb,Peak Season,PL,17,18,336.91,6064.38,Group,TA/TO,Oceanic Travels,Company C,93,20/01/22,Canceled
4,Michamvi Property,09/02/22,2022,Feb,Peak Season,EE,18,19,311.81,5924.32,Leisure,OTA,Sunset Ltd,Company C,44,31/01/22,Canceled
7,Mwezi Property,09/02/22,2022,Feb,Peak Season,LV,22,24,302.28,7254.62,Corporate,Website,Sunset Ltd,Company B,145,05/02/22,Canceled
3,Nur Property,09/02/22,2022,Feb,Peak Season,AT,17,18,327.94,5902.91,Business,OTA,Oceanic Travels,Company B,78,24/01/22,No Show
1,Kasha Property,10/02/22,2022,Feb,Peak Season,UK,6,6,825.83,4954.96,Group,OTA,Sunset Ltd,Company C,81,27/01/22,Confirmed
2,Casa Property,10/02/22,2022,Feb,Peak Season,BE,14,15,290.11,4351.59,Leisure,OTA,TO Africa,Company C,88,31/01/22,Confirmed
6,Fun Property,10/02/22,2022,Feb,Peak Season,NL,20,22,307.17,6757.63,Business,Direct,ZanziTours,Company A,102,26/01/22,Canceled
5,Loop Property,10/02/22,2022,Feb,Peak Season,SG,17,18,342.69,6168.51,Leisure,TA/TO,Oceanic Travels,,31,24/01/22,No Show
4,Michamvi Property,10/02/22,2022,Feb,Peak Season,BE,18,19,316.87,6020.56,Business,OTA,TO Africa,Company A,169,30/01/22,Canceled
7,Mwezi Property,10/02/22,2022,Feb,Peak Season,DE,22,24,337.08,8089.97,Group,OTA,Sunset Ltd,Company C,74,27/01/22,Canceled
3,Nur Property,10/02/22,2022,Feb,Peak Season,FR,17,18,312.54,5625.76,Leisure,Direct,ZanziTours,Company C,3,17/01/22,Canceled
1,Kasha Property,11/02/22,2022,Feb,Peak Season,DE,6,6,895.98,5375.9,Business,Direct,Oceanic Travels,Company B,139,30/01/22,No Show
2,Casa Property,11/02/22,2022,Feb,Peak Season,IN,14,15,242.91,3643.65,Corporate,Direct,TO Africa,Company C,131,22/01/22,Canceled
6,Fun Property,11/02/22,2022,Feb,Peak Season,FR,20,22,288.65,6350.28,Corporate,OTA,Sunset Ltd,Company A,154,27/01/22,Confirmed
5,Loop Property,11/02/22,2022,Feb,Peak Season,EE,17,18,310.9,5596.14,Leisure,Website,Oceanic Travels,Company C,26,02/02/22,Confirmed
4,Michamvi Property,11/02/22,2022,Feb,Peak Season,SK,18,19,288.76,5486.46,Leisure,OTA,ZanziTours,Company C,111,01/02/22,Confirmed
7,Mwezi Property,11/02/22,2022,Feb,Peak Season,BE,22,24,262,6287.91,Business,Website,ZanziTours,Company C,25,30/01/22,No Show
3,Nur Property,11/02/22,2022,Feb,Peak Season,PL,17,18,332.78,5990.05,Business,OTA,ZanziTours,Company B,101,09/02/22,Confirmed
1,Kasha Property,12/02/22,2022,Feb,Peak Season,DK,6,6,741.46,4448.75,Group,Website,Sunset Ltd,Company A,176,04/02/22,No Show
2,Casa Property,12/02/22,2022,Feb,Peak Season,LV,14,15,286.71,4300.71,Group,Direct,Sunset Ltd,,128,11/02/22,Confirmed
6,Fun Property,12/02/22,2022,Feb,Peak Season,FR,20,22,292.46,6434.01,Business,OTA,TO Africa,Company B,102,21/01/22,No Show
5,Loop Property,12/02/22,2022,Feb,Peak Season,IN,17,18,255.22,4593.97,Group,Direct,ZanziTours,,63,26/01/22,No Show
4,Michamvi Property,12/02/22,2022,Feb,Peak Season,RO,18,19,274.45,5214.55,Group,Direct,TO Africa,Company B,52,18/01/22,Confirmed
7,Mwezi Property,12/02/22,2022,Feb,Peak Season,LT,22,24,253.02,6072.47,Group,Website,Oceanic Travels,Company A,61,06/02/22,No Show
3,Nur Property,12/02/22,2022,Feb,Peak Season,LU,17,18,277.85,5001.27,Leisure,TA/TO,Oceanic Travels,Company B,143,13/01/22,Confirmed
1,Kasha Property,13/02/22,2022,Feb,Peak Season,RO,6,6,831.54,4989.26,Business,Direct,Oceanic Travels,Company B,84,19/01/22,Canceled
2,Casa Property,13/02/22,2022,Feb,Peak Season,AT,14,15,293.52,4402.83,Corporate,Group,Oceanic Travels,Company A,97,17/01/22,Confirmed
6,Fun Property,13/02/22,2022,Feb,Peak Season,US,20,22,246.5,5423.08,Leisure,Direct,TO Africa,Company C,82,29/01/22,Canceled
5,Loop Property,13/02/22,2022,Feb,Peak Season,CN,17,18,310.04,5580.65,Business,Website,ZanziTours,Company C,16,29/01/22,Confirmed
4,Michamvi Property,13/02/22,2022,Feb,Peak Season,CZ,18,19,317.95,6041.03,Business,OTA,TO Africa,Company C,64,09/02/22,Confirmed
7,Mwezi Property,13/02/22,2022,Feb,Peak Season,AT,22,24,329.73,7913.57,Group,TA/TO,Sunset Ltd,Company A,25,16/01/22,Confirmed
3,Nur Property,13/02/22,2022,Feb,Peak Season,HU,17,18,292.97,5273.49,Group,Direct,ZanziTours,,157,30/01/22,Confirmed
1,Kasha Property,14/02/22,2022,Feb,Peak Season,RO,6,6,775.89,4655.34,Group,OTA,ZanziTours,Company C,2,03/02/22,Confirmed
2,Casa Property,14/02/22,2022,Feb,Peak Season,UK,14,15,330.43,4956.52,Leisure,OTA,ZanziTours,Company C,105,30/01/22,Confirmed
6,Fun Property,14/02/22,2022,Feb,Peak Season,CH,20,22,315.57,6942.56,Business,TA/TO,TO Africa,Company A,83,25/01/22,Canceled
5,Loop Property,14/02/22,2022,Feb,Peak Season,EE,17,18,324.3,5837.39,Leisure,OTA,TO Africa,Company B,46,05/02/22,Confirmed
4,Michamvi Property,14/02/22,2022,Feb,Peak Season,AU,18,19,336.97,6402.42,Business,OTA,TO Africa,Company C,49,27/01/22,Confirmed
7,Mwezi Property,14/02/22,2022,Feb,Peak Season,CN,22,24,311.49,7475.88,Leisure,OTA,Oceanic Travels,Company C,85,24/01/22,Confirmed
3,Nur Property,14/02/22,2022,Feb,Peak Season,EE,17,18,248.11,4466.01,Business,OTA,TO Africa,Company B,87,08/02/22,Canceled
1,Kasha Property,15/02/22,2022,Feb,Peak Season,LT,6,6,737.02,4422.12,Business,Direct,Oceanic Travels,Company B,100,11/02/22,Confirmed
2,Casa Property,15/02/22,2022,Feb,Peak Season,LT,14,15,258.24,3873.67,Business,Website,ZanziTours,,96,30/01/22,Canceled
6,Fun Property,15/02/22,2022,Feb,Peak Season,IE,20,22,293.63,6459.94,Leisure,OTA,ZanziTours,Company C,91,16/01/22,No Show
5,Loop Property,15/02/22,2022,Feb,Peak Season,AT,17,18,303.34,5460.16,Leisure,Direct,TO Africa,Company C,178,08/02/22,Confirmed
4,Michamvi Property,15/02/22,2022,Feb,Peak Season,RO,18,19,244.26,4641.02,Leisure,Direct,Sunset Ltd,Company C,171,13/02/22,No Show
7,Mwezi Property,15/02/22,2022,Feb,Peak Season,AT,22,24,270.87,6500.77,Business,TA/TO,Oceanic Travels,Company B,166,07/02/22,No Show
3,Nur Property,15/02/22,2022,Feb,Peak Season,PL,17,18,336.58,6058.52,Corporate,OTA,TO Africa,,32,11/02/22,No Show
1,Kasha Property,16/02/22,2022,Feb,Peak Season,DK,6,6,916.6,5499.61,Leisure,OTA,Sunset Ltd,Company A,179,06/02/22,No Show
2,Casa Property,16/02/22,2022,Feb,Peak Season,AT,14,15,317.32,4759.8,Leisure,OTA,Oceanic Travels,Company A,16,20/01/22,No Show
6,Fun Property,16/02/22,2022,Feb,Peak Season,DK,20,22,252.54,5555.82,Business,TA/TO,ZanziTours,Company B,93,30/01/22,Confirmed
5,Loop Property,16/02/22,2022,Feb,Peak Season,CN,17,18,265.46,4778.36,Group,TA/TO,TO Africa,Company C,136,27/01/22,No Show
4,Michamvi Property,16/02/22,2022,Feb,Peak Season,IE,18,19,261.03,4959.51,Business,Website,Sunset Ltd,,157,31/01/22,Confirmed
7,Mwezi Property,16/02/22,2022,Feb,Peak Season,AU,22,24,267.49,6419.84,Corporate,TA/TO,Oceanic Travels,Company B,88,20/01/22,Canceled
3,Nur Property,16/02/22,2022,Feb,Peak Season,BE,17,18,269.31,4847.58,Business,Website,Sunset Ltd,Company A,118,24/01/22,No Show
1,Kasha Property,17/02/22,2022,Feb,Peak Season,LU,6,6,827.89,4967.33,Leisure,Website,Oceanic Travels,,25,02/02/22,No Show
2,Casa Property,17/02/22,2022,Feb,Peak Season,NL,14,15,259.02,3885.25,Corporate,OTA,Oceanic Travels,Company A,137,27/01/22,No Show
6,Fun Property,17/02/22,2022,Feb,Peak Season,LV,20,22,275.13,6052.96,Business,TA/TO,Oceanic Travels,,44,16/02/22,Canceled
5,Loop Property,17/02/22,2022,Feb,Peak Season,UK,17,18,325.58,5860.51,Group,OTA,TO Africa,,134,11/02/22,No Show
4,Michamvi Property,17/02/22,2022,Feb,Peak Season,AT,18,19,302.59,5749.28,Business,TA/TO,Oceanic Travels,,128,01/02/22,No Show
7,Mwezi Property,17/02/22,2022,Feb,Peak Season,FR,22,24,280.15,6723.67,Group,Website,TO Africa,Company B,150,24/01/22,No Show
3,Nur Property,17/02/22,2022,Feb,Peak Season,SI,17,18,234.93,4228.82,Leisure,OTA,ZanziTours,Company B,4,01/02/22,No Show
1,Kasha Property,18/02/22,2022,Feb,Peak Season,ZA,6,6,689.75,4138.52,Business,Direct,ZanziTours,Company B,104,26/01/22,Confirmed
2,Casa Property,18/02/22,2022,Feb,Peak Season,HU,14,15,310.31,4654.65,Leisure,Direct,TO Africa,Company C,145,21/01/22,No Show
6,Fun Property,18/02/22,2022,Feb,Peak Season,BR,20,22,331.33,7289.3,Corporate,OTA,Sunset Ltd,Company C,7,26/01/22,Confirmed
5,Loop Property,18/02/22,2022,Feb,Peak Season,CH,17,18,311,5598,Corporate,TA/TO,TO Africa,Company A,45,08/02/22,Canceled
4,Michamvi Property,18/02/22,2022,Feb,Peak Season,US,18,19,240.26,4564.99,Group,TA/TO,Sunset Ltd,,36,16/02/22,Canceled
7,Mwezi Property,18/02/22,2022,Feb,Peak Season,LT,22,24,291.39,6993.39,Group,OTA,Oceanic Travels,Company A,36,31/01/22,No Show
3,Nur Property,18/02/22,2022,Feb,Peak Season,EE,17,18,281.53,5067.49,Corporate,OTA,Sunset Ltd,Company A,45,06/02/22,Canceled
1,Kasha Property,19/02/22,2022,Feb,Peak Season,SI,6,6,939.98,5639.87,Group,TA/TO,Oceanic Travels,Company A,155,25/01/22,Confirmed
2,Casa Property,19/02/22,2022,Feb,Peak Season,CH,14,15,270.8,4061.96,Group,Website,Oceanic Travels,Company C,87,04/02/22,No Show
6,Fun Property,19/02/22,2022,Feb,Peak Season,DE,20,22,283.18,6229.94,Group,OTA,ZanziTours,,17,03/02/22,Confirmed
5,Loop Property,19/02/22,2022,Feb,Peak Season,BR,17,18,265.47,4778.44,Group,Direct,ZanziTours,Company C,5,26/01/22,No Show
4,Michamvi Property,19/02/22,2022,Feb,Peak Season,CH,18,19,354.64,6738.11,Group,OTA,Sunset Ltd,Company C,67,09/02/22,Canceled
7,Mwezi Property,19/02/22,2022,Feb,Peak Season,CZ,22,24,277.93,6670.32,Leisure,TA/TO,Oceanic Travels,Company C,43,20/01/22,Confirmed
3,Nur Property,19/02/22,2022,Feb,Peak Season,PL,17,18,320.72,5772.94,Corporate,Corporate,Oceanic Travels,Company C,136,13/02/22,Confirmed
1,Kasha Property,20/02/22,2022,Feb,Peak Season,US,6,6,787.5,4725.02,Business,Direct,Oceanic Travels,Company A,37,08/02/22,Confirmed
2,Casa Property,20/02/22,2022,Feb,Peak Season,PL,14,15,235.76,3536.36,Group,Group,Sunset Ltd,Company A,170,22/01/22,No Show
6,Fun Property,20/02/22,2022,Feb,Peak Season,HU,20,22,281.38,6190.45,Leisure,Website,Oceanic Travels,Company C,112,29/01/22,No Show
5,Loop Property,20/02/22,2022,Feb,Peak Season,JP,17,18,286.26,5152.74,Leisure,OTA,TO Africa,Company C,89,23/01/22,No Show
4,Michamvi Property,20/02/22,2022,Feb,Peak Season,ZA,18,19,272.39,5175.32,Business,Direct,TO Africa,Company A,73,28/01/22,Confirmed
7,Mwezi Property,20/02/22,2022,Feb,Peak Season,FR,22,24,257.08,6169.85,Corporate,Website,Oceanic Travels,Company C,6,29/01/22,Confirmed
3,Nur Property,20/02/22,2022,Feb,Peak Season,HU,17,18,256.08,4609.36,Leisure,Direct,Oceanic Travels,Company B,8,09/02/22,Canceled
1,Kasha Property,21/02/22,2022,Feb,Peak Season,BE,6,6,740.96,4445.78,Group,OTA,Oceanic Travels,Company A,47,16/02/22,No Show
